project,amt_2025_approved,amt_2025_revised,amt_2025_perf,amt_2026_approved,amt_2026_tag_nutrition,source_page,page_y_top,page_y_bottom,mda_code,mda_name,economic_code,economic_name,function_code,function_name,location_code,location_name,program_code,program_name
Rehabilitation and maintenance of ATB Stadium and 3 other LGAs within Senatorial Districts,45000000.0,15000000.0,345771211.0,5055053362.0,0.0,358,0.12598,0.14446,053900100100,MINISTRY OF YOUTH AND SPORTS DEVELOPMENT,23030111,REHABILITATION / REPAIRS - SPORTING FACILITIES,70811,RECREATIONAL AND SPORTING SERVICES,20542400,STATE WIDE,08100123000900,Youth - General
Supervision and Inspection of all Projects and Programmes under Construction and Repairs by Min of Youth and Sports,5000000.0,45000000.0,0.0,3000000.0,0.0,358,0.13606,0.15454,053900100100,MINISTRY OF YOUTH AND SPORTS DEVELOPMENT,23050103,MONITORING AND EVALUATION,70811,RECREATIONAL AND SPORTING SERVICES,20542400,STATE WIDE,08100123001000,Youth - General
Renovation and Repairs of Hostels at NYSC Camp Wailo,500000000.0,5000000.0,345008551.0,500000000.0,0.0,358,0.14698,0.16546,053900100100,MINISTRY OF YOUTH AND SPORTS DEVELOPMENT,23030118,REHABILITATION / REPAIRS - RECREATIONAL FACILITIES,70811,RECREATIONAL AND SPORTING SERVICES,20510800,GANJUWA,08100123001200,Youth - General
IBB Square Re-creation and sport centre,0.0,500000000.0,0.0,4281331563.0,0.0,358,0.1579,0.17638,053900100100,MINISTRY OF YOUTH AND SPORTS DEVELOPMENT,23020112,CONSTRUCTION / PROVISION OF SPORTING FACILITIES,70811,RECREATIONAL AND SPORTING SERVICES,20530200,BAUCHI,08100126000100,Youth - General
"Renovation of Multipurpose Indoor Sport Hall and Swimming Pool, Bauchi",0.0,0.0,0.0,2038950643.0,0.0,358,0.16798,0.18645,053900100100,MINISTRY OF YOUTH AND SPORTS DEVELOPMENT,23030111,REHABILITATION / REPAIRS - SPORTING FACILITIES,70811,RECREATIONAL AND SPORTING SERVICES,20530200,BAUCHI,08100126000200,Youth - General
Purchase of 4 Nos. of Laptops and 4 NO of Desktop Computers,5000000.0,5000000.0,0.0,0.0,0.0,358,0.22173,0.24021,053900200100,STATE SPORTS COUNCIL,23010113,PURCHASE OF COMPUTERS,70811,RECREATIONAL AND SPORTING SERVICES,20530200,BAUCHI,08100123001300,Youth - General
Purchase of 6 Nos. of Computers Printers and 8 No Scanners,7500000.0,7500000.0,0.0,0.0,0.0,358,0.23265,0.25113,053900200100,STATE SPORTS COUNCIL,23010114,PURCHASE OF COMPUTER PRINTERS,70811,RECREATIONAL AND SPORTING SERVICES,20530200,BAUCHI,08100123001400,Youth - General
Purchase of 3 Nos. of Mikano 30 KVA Power Generators,20000000.0,20000000.0,0.0,25000000.0,0.0,358,0.24273,0.2612,053900200100,STATE SPORTS COUNCIL,23010119,PURCHASE OF POWER GENERATING SET,70811,RECREATIONAL AND SPORTING SERVICES,20530200,BAUCHI,08100123001500,Youth - General
Purchase of Sporting Wears and Sporting Kits for State Contingents Participating in Sports Festival,20000000.0,20000000.0,0.0,15000000.0,0.0,358,0.25365,0.27212,053900200100,STATE SPORTS COUNCIL,23010126,PURCHASE OF SPORTING / GAMING EQUIPMENT,70811,RECREATIONAL AND SPORTING SERVICES,20530200,BAUCHI,08100123001600,Youth - General
Provision of 10 Units Executive Table and Chair for Wikki Office,7000000.0,7000000.0,0.0,3000000.0,0.0,358,0.3074,0.32588,053900300100,"WIKKI TOURISTS FOOTBALL CLUB, BAUCHI",23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70811,RECREATIONAL AND SPORTING SERVICES,20530200,BAUCHI,08100123001800,Youth - General
"Purchase of footballs, sporting kits, and Equipment for Wikki Tourist",20000000.0,20000000.0,6174000.0,25000000.0,0.0,358,0.31832,0.33679,053900300100,"WIKKI TOURISTS FOOTBALL CLUB, BAUCHI",23010126,PURCHASE OF SPORTING / GAMING EQUIPMENT,70811,RECREATIONAL AND SPORTING SERVICES,20530200,BAUCHI,08100123001900,Youth - General
Purchase of 5 Nos. Laptop Computers,2500000.0,2500000.0,0.0,0.0,0.0,358,0.37123,0.38971,053900400100,BAUCHI STATE COMMISSION FOR YOUTH AND WOMEN REHAB AND DEVELOPMENT,23010113,PURCHASE OF COMPUTERS,71051,UNEMPLOYMENT,20530200,BAUCHI,08100123002000,Youth - General
Purchase of 2 Nos. Computer Printers,550000.0,550000.0,0.0,0.0,0.0,358,0.38215,0.40062,053900400100,BAUCHI STATE COMMISSION FOR YOUTH AND WOMEN REHAB AND DEVELOPMENT,23010114,PURCHASE OF COMPUTER PRINTERS,71051,UNEMPLOYMENT,20530200,BAUCHI,08100123002100,Youth - General
Purchase of 1 no Shredding Machines,300000.0,300000.0,0.0,0.0,0.0,358,0.39307,0.41154,053900400100,BAUCHI STATE COMMISSION FOR YOUTH AND WOMEN REHAB AND DEVELOPMENT,23010117,PURCHASE OF SHREDDING MACHINES,71051,UNEMPLOYMENT,20530200,BAUCHI,08100123002200,Youth - General
Purchase of 2 Nos. Scanners,500000.0,500000.0,0.0,0.0,0.0,358,0.40314,0.42162,053900400100,BAUCHI STATE COMMISSION FOR YOUTH AND WOMEN REHAB AND DEVELOPMENT,23010118,PURCHASE OF SCANNERS,71051,UNEMPLOYMENT,20530200,BAUCHI,08100123002300,Youth - General
Purchase of One Large Containerized Machine to (Lame) Gumau,18000000.0,0.0,0.0,2000000.0,0.0,358,0.41406,0.43254,053900400100,BAUCHI STATE COMMISSION FOR YOUTH AND WOMEN REHAB AND DEVELOPMENT,23010129,PURCHASE OF INDUSTRIAL EQUIPMENT,71051,UNEMPLOYMENT,20531800,TORO,08100123002400,Youth - General
Purchase of One Large Containerized Machine to Vocational Training Centre Bauchi.,18000000.0,0.0,0.0,2000000.0,0.0,358,0.42498,0.44346,053900400100,BAUCHI STATE COMMISSION FOR YOUTH AND WOMEN REHAB AND DEVELOPMENT,23010129,PURCHASE OF INDUSTRIAL EQUIPMENT,71051,UNEMPLOYMENT,20530200,BAUCHI,08100123002500,Youth - General
Purchase of One Small Containerized Machine to Gamawa,18000000.0,0.0,0.0,2000000.0,0.0,358,0.43506,0.45354,053900400100,BAUCHI STATE COMMISSION FOR YOUTH AND WOMEN REHAB AND DEVELOPMENT,23010129,PURCHASE OF INDUSTRIAL EQUIPMENT,71051,UNEMPLOYMENT,20520700,GAMAWA,08100123002600,Youth - General
Purchase of One Containerized Machine to Misau,18000000.0,0.0,0.0,18000000.0,0.0,358,0.44598,0.46446,053900400100,BAUCHI STATE COMMISSION FOR YOUTH AND WOMEN REHAB AND DEVELOPMENT,23010129,PURCHASE OF INDUSTRIAL EQUIPMENT,71051,UNEMPLOYMENT,20511400,MISAU,08100123002700,Youth - General
Purchase of Skill Acquisition Equipment through the Local Government Contribution for Special Empowerment Intervention Programme to enhance Security,100000000.0,100000000.0,0.0,100000000.0,0.0,358,0.4569,0.47537,053900400100,BAUCHI STATE COMMISSION FOR YOUTH AND WOMEN REHAB AND DEVELOPMENT,23050101,RESEARCH AND DEVELOPMENT,71051,UNEMPLOYMENT,20542400,STATE WIDE,08100123002800,Youth - General
"Construction of Skills Acquisition Centres, (One at Each Senetorial Zone)",40000000.0,112000000.0,0.0,150000000.0,0.0,358,0.46782,0.48629,053900400100,BAUCHI STATE COMMISSION FOR YOUTH AND WOMEN REHAB AND DEVELOPMENT,23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,71051,UNEMPLOYMENT,20542400,STATE WIDE,08100123002900,Youth - General
Purchase and Supply of Skill Acquisition Equipment for Youth Engagement in public works through Nigeria Community Action for Resilience and Economic Stimulus NG-CARES Project,450000000.0,450000000.0,0.0,500000000.0,0.0,358,0.47789,0.49637,053900400100,BAUCHI STATE COMMISSION FOR YOUTH AND WOMEN REHAB AND DEVELOPMENT,23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,71051,UNEMPLOYMENT,20542400,STATE WIDE,08100123003000,Youth - General
Purchase of 100 Units of Starter Packs,50000000.0,50000000.0,0.0,70000000.0,0.0,358,0.48881,0.50729,053900400100,BAUCHI STATE COMMISSION FOR YOUTH AND WOMEN REHAB AND DEVELOPMENT,23010124,PURCHASE OF TEACHING / LEARNING AID EQUIPMENT,71051,UNEMPLOYMENT,20542400,STATE WIDE,08100123003100,Youth - General
Supervision and Inspection of all Projects and Programmes under Construction and Repairs by Bauchi State Commission for Youth and sports development,5000000.0,5000000.0,0.0,5000000.0,0.0,358,0.49973,0.51821,053900400100,BAUCHI STATE COMMISSION FOR YOUTH AND WOMEN REHAB AND DEVELOPMENT,23050103,MONITORING AND EVALUATION,71051,UNEMPLOYMENT,20542400,STATE WIDE,08100123003300,Youth - General
Purchase of 1 nos. of Toyota Hilux Motor Vehicle.,60000000.0,60000000.0,0.0,70000000.0,0.0,358,0.55264,0.57112,055100100100,MINISTRY FOR LOCAL GOVERNMENT AND CHIEFTAINCY AFFAIRS,23010105,PURCHASE OF MOTOR VEHICLES,70133,OTHER GENERAL SERVICES,20530200,BAUCHI,13100123035100,Reform of Government and Governance - General
Purchase of 15 Units ExecutiveTables & Chairs for Staff of the Ministry for Local Government,6000000.0,6000000.0,2030000.0,4000000.0,0.0,358,0.56356,0.58204,055100100100,MINISTRY FOR LOCAL GOVERNMENT AND CHIEFTAINCY AFFAIRS,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70133,OTHER GENERAL SERVICES,20530200,BAUCHI,13100123035200,Reform of Government and Governance - General
Purchase of 10 nos. of Desktop and 5 nos. of Laptops Computers,5000000.0,5000000.0,1588000.0,4000000.0,0.0,358,0.57448,0.59296,055100100100,MINISTRY FOR LOCAL GOVERNMENT AND CHIEFTAINCY AFFAIRS,23010113,PURCHASE OF COMPUTERS,70133,OTHER GENERAL SERVICES,20530200,BAUCHI,13100123035300,Reform of Government and Governance - General
Purchase of 5 nos. of Computer Printers,4000000.0,4000000.0,1300000.0,3000000.0,0.0,358,0.5854,0.60388,055100100100,MINISTRY FOR LOCAL GOVERNMENT AND CHIEFTAINCY AFFAIRS,23010114,PURCHASE OF COMPUTER PRINTERS,70133,OTHER GENERAL SERVICES,20530200,BAUCHI,13100123035400,Reform of Government and Governance - General
Purchase of 10 nos. of Photocopying Machines,5000000.0,5000000.0,854000.0,3000000.0,0.0,358,0.59548,0.61396,055100100100,MINISTRY FOR LOCAL GOVERNMENT AND CHIEFTAINCY AFFAIRS,23010115,PURCHASE OF PHOTOCOPYING MACHINES,70133,OTHER GENERAL SERVICES,20530200,BAUCHI,13100123035500,Reform of Government and Governance - General
Pruchase of 10 nos. of Scanners,5000000.0,5000000.0,600000.0,2000000.0,0.0,358,0.6064,0.62487,055100100100,MINISTRY FOR LOCAL GOVERNMENT AND CHIEFTAINCY AFFAIRS,23010118,PURCHASE OF SCANNERS,70133,OTHER GENERAL SERVICES,20530200,BAUCHI,13100123035600,Reform of Government and Governance - General
Purchase of 60 Nos. of Executive Cushion Sets and 60 Nos. of Tables for the VIPs Residences,35000000.0,35000000.0,0.0,40500000.0,0.0,358,0.61732,0.63579,055100100100,MINISTRY FOR LOCAL GOVERNMENT AND CHIEFTAINCY AFFAIRS,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70133,OTHER GENERAL SERVICES,20530200,BAUCHI,13100123035700,Reform of Government and Governance - General
Construction of 14 Nos. New Palaces for the New Emirs in the State,35000000.0,35000000.0,0.0,2002228154.2,0.0,358,0.62823,0.64671,055100100100,MINISTRY FOR LOCAL GOVERNMENT AND CHIEFTAINCY AFFAIRS,23020102,CONSTRUCTION / PROVISION OF RESIDENTIAL BUILDINGS,70133,OTHER GENERAL SERVICES,20542400,STATE WIDE,13100123035800,Reform of Government and Governance - General
Rehabilitation/ Renovation of 20 LG Secretariats,35000000.0,35000000.0,0.0,0.0,0.0,358,0.63831,0.65679,055100100100,MINISTRY FOR LOCAL GOVERNMENT AND CHIEFTAINCY AFFAIRS,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70133,OTHER GENERAL SERVICES,20542400,STATE WIDE,13100123035900,Reform of Government and Governance - General
Rehabillitation of Dass Area Office Residential Building,15000000.0,15000000.0,0.0,40500000.0,0.0,358,0.64923,0.66771,055100100100,MINISTRY FOR LOCAL GOVERNMENT AND CHIEFTAINCY AFFAIRS,23030101,REHABILITATION / REPAIRS OF RESIDENTIAL BUILDING,70133,OTHER GENERAL SERVICES,20530600,DASS,13100123036000,Reform of Government and Governance - General
Routine Supervision and Inspection of Local Government Areas of the State.,5000000.0,5000000.0,3200000.0,5000000.0,0.0,358,0.66015,0.67863,055100100100,MINISTRY FOR LOCAL GOVERNMENT AND CHIEFTAINCY AFFAIRS,23050103,MONITORING AND EVALUATION,70133,OTHER GENERAL SERVICES,20542400,STATE WIDE,13100123036100,Reform of Government and Governance - General
Construction of 137 Nos. of Palaces for the District Heads,4610000000.0,3110000000.0,2845700145.0,5697771845.8,0.0,358,0.67023,0.68871,055100100100,MINISTRY FOR LOCAL GOVERNMENT AND CHIEFTAINCY AFFAIRS,23020102,CONSTRUCTION / PROVISION OF RESIDENTIAL BUILDINGS,70133,OTHER GENERAL SERVICES,20542400,STATE WIDE,13100123036200,Reform of Government and Governance - General
Purchase of 1 Nos. of 18 Seater Toyota Commuter Bus,0.0,0.0,0.0,45000000.0,0.0,358,0.68115,0.69962,055100100100,MINISTRY FOR LOCAL GOVERNMENT AND CHIEFTAINCY AFFAIRS,23010108,PURCHASE OF BUSES,70133,OTHER GENERAL SERVICES,20530200,BAUCHI,13100126001900,Reform of Government and Governance - General
Purchase of 42 Nos. of Vehicles for New Emirs and Chiefs in the State,0.0,0.0,0.0,2056108000.0,0.0,358,0.69206,0.71054,055100100100,MINISTRY FOR LOCAL GOVERNMENT AND CHIEFTAINCY AFFAIRS,23010105,PURCHASE OF MOTOR VEHICLES,70133,OTHER GENERAL SERVICES,20530200,BAUCHI,13100126002000,Reform of Government and Governance - General
Purchase of 130 Nos. of Motor Vehicles for Districts Heads in the State,0.0,0.0,0.0,4943982000.0,0.0,358,0.70298,0.72146,055100100100,MINISTRY FOR LOCAL GOVERNMENT AND CHIEFTAINCY AFFAIRS,23010105,PURCHASE OF MOTOR VEHICLES,70133,OTHER GENERAL SERVICES,20530200,BAUCHI,13100126002100,Reform of Government and Governance - General
Construction of 548 Nos. of Houses for Village Heads in the State,0.0,0.0,0.0,14827562291.79,0.0,358,0.71306,0.73154,055100100100,MINISTRY FOR LOCAL GOVERNMENT AND CHIEFTAINCY AFFAIRS,23020102,CONSTRUCTION / PROVISION OF RESIDENTIAL BUILDINGS,70133,OTHER GENERAL SERVICES,20530200,BAUCHI,13100126002200,Reform of Government and Governance - General
Purchase of Three (3) 18 Seater Toyota Bus,50000000.0,50000000.0,0.0,0.0,0.0,358,0.76681,0.78529,055400100100,MINISTRY OF HUMANITARIAN AND DISASTER MANAGEMENT,23010105,PURCHASE OF MOTOR VEHICLES,71041,FAMILY AND CHILDREN,20530200,BAUCHI,03100123000100,Poverty Alleviation - General
Purchase of 10 Units Executive Tables & Chairs for the Principal Officers,3000000.0,3000000.0,0.0,3500000.0,0.0,358,0.77773,0.79621,055400100100,MINISTRY OF HUMANITARIAN AND DISASTER MANAGEMENT,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,71041,FAMILY AND CHILDREN,20530200,BAUCHI,03100123000200,Poverty Alleviation - General
Purchase of 7 Units Office Tables & Chairs for the Staff,2500000.0,2500000.0,0.0,2800000.0,0.0,358,0.78781,0.80629,055400100100,MINISTRY OF HUMANITARIAN AND DISASTER MANAGEMENT,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,71041,FAMILY AND CHILDREN,20530200,BAUCHI,03100123000300,Poverty Alleviation - General
Purchase of 3nos. Of Hp Laptops Computers for the Staff.,2500000.0,2500000.0,0.0,0.0,0.0,358,0.79873,0.81721,055400100100,MINISTRY OF HUMANITARIAN AND DISASTER MANAGEMENT,23010113,PURCHASE OF COMPUTERS,71041,FAMILY AND CHILDREN,20530200,BAUCHI,03100123000400,Poverty Alleviation - General
Purchase of 6nos. Of Hp Desktop for the Staff.,2500000.0,2500000.0,0.0,0.0,0.0,358,0.80965,0.82813,055400100100,MINISTRY OF HUMANITARIAN AND DISASTER MANAGEMENT,23010113,PURCHASE OF COMPUTERS,71041,FAMILY AND CHILDREN,20530200,BAUCHI,03100123000500,Poverty Alleviation - General
Purchase of 5nos. Of Hp Computer Printers.,1500000.0,1500000.0,0.0,0.0,0.0,358,0.82057,0.83904,055400100100,MINISTRY OF HUMANITARIAN AND DISASTER MANAGEMENT,23010114,PURCHASE OF COMPUTER PRINTERS,71041,FAMILY AND CHILDREN,20530200,BAUCHI,03100123000600,Poverty Alleviation - General
Purchase of 3Nos. Of Sharp Photo Copying Machines.,1500000.0,1500000.0,0.0,0.0,0.0,358,0.83065,0.84912,055400100100,MINISTRY OF HUMANITARIAN AND DISASTER MANAGEMENT,23010115,PURCHASE OF PHOTOCOPYING MACHINES,71041,FAMILY AND CHILDREN,20530200,BAUCHI,03100123000700,Poverty Alleviation - General
Purchase of 2 Nos. of Shredding Machines.,200000.0,200000.0,0.0,0.0,0.0,358,0.84156,0.86004,055400100100,MINISTRY OF HUMANITARIAN AND DISASTER MANAGEMENT,23010117,PURCHASE OF SHREDDING MACHINES,71041,FAMILY AND CHILDREN,20530200,BAUCHI,03100123000800,Poverty Alleviation - General
Purchase of 2 Nos. of Scanners Machines.,350000.0,350000.0,0.0,0.0,0.0,358,0.85248,0.87096,055400100100,MINISTRY OF HUMANITARIAN AND DISASTER MANAGEMENT,23010118,PURCHASE OF SCANNERS,71041,FAMILY AND CHILDREN,20530200,BAUCHI,03100123000900,Poverty Alleviation - General
Purchase of 1 Nos. KVA Generator Sets.,2500000.0,2500000.0,0.0,3000000.0,0.0,358,0.86256,0.88104,055400100100,MINISTRY OF HUMANITARIAN AND DISASTER MANAGEMENT,23010119,PURCHASE OF POWER GENERATING SET,71041,FAMILY AND CHILDREN,20530200,BAUCHI,03100123001000,Poverty Alleviation - General
"Purchase of Security equipment (Materials, Gadgets, and Dictators).",15000000.0,15000000.0,0.0,15000000.0,0.0,358,0.87348,0.89196,055400100100,MINISTRY OF HUMANITARIAN AND DISASTER MANAGEMENT,23010128,PURCHASE OF SECURITY EQUIPMENT,71041,FAMILY AND CHILDREN,20530200,BAUCHI,03100123001100,Poverty Alleviation - General
Purchase and Supply of Skills Acquisition Equipment for Youth Empowerment.,350000000.0,350000000.0,0.0,450000000.0,0.0,358,0.8844,0.90288,055400100100,MINISTRY OF HUMANITARIAN AND DISASTER MANAGEMENT,23010129,PURCHASE OF INDUSTRIAL EQUIPMENT,71041,FAMILY AND CHILDREN,20542400,STATE WIDE,03100123001200,Poverty Alleviation - General
Purchase and Supply of Skill Empowerment Equipment in the State through the Social Safety Net Progra,1500000000.0,500000000.0,0.0,2000000000.0,0.0,358,0.89532,0.91379,055400100100,MINISTRY OF HUMANITARIAN AND DISASTER MANAGEMENT,23010129,PURCHASE OF INDUSTRIAL EQUIPMENT 71041 - FAMILY AND CHILDREN,,mme,20542400,STATE WIDE,03100123001300,Poverty Alleviation - General
Provision of Infrastructure for the Internally Displaced Host Communities through the World Bank Project 'SOLID',0.0,0.0,0.0,500000000.0,0.0,359,0.09323,0.1117,055400100100,MINISTRY OF HUMANITARIAN AND DISASTER MANAGEMENT,23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,71041,FAMILY AND CHILDREN,20542400,STATE WIDE,03100123001300,Poverty Alleviation - General
Purchase of 1 No. Fire Fighting Motor Vehicle,0.0,0.0,0.0,150000000.0,0.0,359,0.14698,0.16546,055400200100,STATE EMERGENCY MANAGEMENT AGENCY,23010107,PURCHASE OF TRUCKS,71031,SURVIVORS,20542400,STATE WIDE,13100125002400,Reform of Government and Governance - General
Construction of Residential Houses for Victims of Disaster.,65000000.0,75000000.0,0.0,160000000.0,0.0,359,0.1579,0.17638,055400200100,STATE EMERGENCY MANAGEMENT AGENCY,23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,71031,SURVIVORS,20542400,STATE WIDE,13100123001300,Reform of Government and Governance - General
Purchase of Household Materials and Intensils to Cushion the Effect of COVID-19.,250000000.0,400000000.0,0.0,0.0,0.0,359,0.16798,0.18645,055400200100,STATE EMERGENCY MANAGEMENT AGENCY,23010143,PURCHASE OF BEDDINGS/CLOTHING MATERIALS,71031,SURVIVORS,20542400,STATE WIDE,13100123001400,Reform of Government and Governance - General
Repairs of Houses Affected by Natural and Man Made Disaster.,45000000.0,85000000.0,0.0,0.0,0.0,359,0.1789,0.19737,055400200100,STATE EMERGENCY MANAGEMENT AGENCY,23030103,REHABILITATION / REPAIRS - HOUSING,71031,SURVIVORS,20542400,STATE WIDE,13100123001500,Reform of Government and Governance - General
Purchase and Provision of Clothing and Bedding Materials for Victims of Disasters.,200000000.0,250000000.0,0.0,500000000.0,0.0,359,0.18981,0.20829,055400200100,STATE EMERGENCY MANAGEMENT AGENCY,23030101,REHABILITATION / REPAIRS OF RESIDENTIAL BUILDING,71031,SURVIVORS,20542400,STATE WIDE,13100123001600,Reform of Government and Governance - General
Repairs and Renovation of Fire Fighting Station Bauchi Town of Bauchi State.,0.0,100000000.0,0.0,35000000.0,0.0,359,0.20073,0.21921,055400200100,STATE EMERGENCY MANAGEMENT AGENCY,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,71031,SURVIVORS,20542400,STATE WIDE,13100125002500,Reform of Government and Governance - General
Repairs and Renovation of Fire Fighting Station in Misau LGA of Bauchi State.,0.0,10000000.0,0.0,35000000.0,0.0,359,0.21081,0.22929,055400200100,STATE EMERGENCY MANAGEMENT AGENCY,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,71031,SURVIVORS,20542400,STATE WIDE,13100125002600,Reform of Government and Governance - General
Repairs and Renovation of Fire Fighting Station in Azare Katagum LGA of Bauchi State.,0.0,5000000.0,0.0,35000000.0,0.0,359,0.22173,0.24021,055400200100,STATE EMERGENCY MANAGEMENT AGENCY,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,71031,SURVIVORS,20542400,STATE WIDE,13100125002700,Reform of Government and Governance - General
Purchase of Fire Fighting Equipment and Chemicals for the Prevention of Fire Disaster.,0.0,0.0,0.0,10000000.0,0.0,359,0.23265,0.25113,055400200100,STATE EMERGENCY MANAGEMENT AGENCY,23010123,PURCHASE OF FIRE FIGHTING EQUIPMENT,71031,SURVIVORS,20542400,STATE WIDE,13100125002800,Reform of Government and Governance - General
Dredging of Water Storage Reservoirs for Emergency Water Supply,0.0,0.0,0.0,5000000.0,0.0,359,0.24273,0.2612,055400200100,STATE EMERGENCY MANAGEMENT AGENCY,23020105,CONSTRUCTION / PROVISION OF WATER FACILITIES,71031,SURVIVORS,20542400,STATE WIDE,13100125002900,Reform of Government and Governance - General
